Provider,PotentialFraud,IP_TotalClaims,IP_TotalReimbursed,IP_AvgReimbursed,IP_MaxReimbursed,IP_AvgLOS,IP_MaxLOS,IP_AvgDiagnosisCount,IP_AvgProcedureCount,IP_AvgDeductible,IP_UniquePatients,IP_UniqueAttendingPhysicians,IP_UniqueOperatingPhysicians,IP_AvgPatientAge,IP_AvgChronicConds,IP_DeadPatientCount,IP_AvgClaimDuration,IP_TotalDeductible,OP_TotalClaims,OP_TotalReimbursed,OP_AvgReimbursed,OP_MaxReimbursed,OP_AvgDiagnosisCount,OP_AvgProcedureCount,OP_AvgDeductible,OP_UniquePatients,OP_UniqueAttendingPhysicians,OP_UniqueOperatingPhysicians,OP_AvgPatientAge,OP_AvgChronicConds,OP_DeadPatientCount,OP_AvgClaimDuration,OP_TotalDeductible,IP_ReimbursedPerPatient,OP_ReimbursedPerPatient,IP_ClaimsPerPatient,OP_ClaimsPerPatient,TotalClaims,TotalReimbursed,TotalUniquePatients
PRV53697,0,71.0,868000.0,12225.352112676057,72000.0,5.464788732394366,20.0,7.957746478873239,0.704225352112676,1068.0,62.0,8.0,8.0,72.21126760563381,5.76056338028169,1.0,5.464788732394366,75828.0,43.0,11270.0,262.09302325581393,2000.0,2.441860465116279,0.0,0.0,42.0,31.0,10.0,77.16279069767442,4.72093023255814,0.0,1.0465116279069768,0.0,13777.777777777777,262.09302325581393,1.126984126984127,1.0,114.0,879270.0,104.0
PRV53698,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,30550.0,396.75324675324674,3300.0,2.4545454545454546,0.0,3.116883116883117,72.0,36.0,9.0,75.7012987012987,4.3896103896103895,0.0,2.6103896103896105,240.0,0.0,418.4931506849315,0.0,1.0547945205479452,77.0,30550.0,72.0
PRV53699,0,2.0,18000.0,9000.0,10000.0,4.0,6.0,9.5,0.5,1068.0,2.0,2.0,1.0,50.5,5.0,0.0,4.0,2136.0,359.0,112970.0,314.67966573816153,3300.0,2.584958217270195,0.0,2.200557103064067,278.0,5.0,5.0,74.93036211699165,4.704735376044568,3.0,1.317548746518106,790.0,6000.0,404.910394265233,0.6666666666666666,1.2867383512544803,361.0,130970.0,280.0
PRV53700,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,220320.0,241.31434830230012,3300.0,2.5454545454545454,0.0,2.3877327491785323,454.0,1.0,1.0,75.37020810514787,4.317634173055859,1.0,1.11829134720701,2180.0,0.0,484.2197802197802,0.0,2.0065934065934066,913.0,220320.0,454.0
PRV53701,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2270.0,378.3333333333333,1300.0,3.8333333333333335,0.0,13.333333333333334,6.0,5.0,1.0,74.83333333333333,3.6666666666666665,0.0,3.3333333333333335,80.0,0.0,324.2857142857143,0.0,0.8571428571428571,6.0,2270.0,6.0
PRV53702,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,289070.0,286.2079207920792,3300.0,2.5762376237623763,0.0,3.0396039603960396,729.0,7.0,7.0,74.82376237623762,4.466336633663366,13.0,1.4722772277227723,3070.0,0.0,395.986301369863,0.0,1.3835616438356164,1010.0,289070.0,729.0
PRV53703,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,6160.0,157.94871794871796,1300.0,2.641025641025641,0.0,0.0,39.0,30.0,8.0,75.51282051282051,4.6923076923076925,1.0,0.38461538461538464,0.0,0.0,154.0,0.0,0.975,39.0,6160.0,39.0
PRV53704,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2950.0,196.66666666666666,1000.0,3.3333333333333335,0.0,0.0,15.0,8.0,2.0,76.13333333333334,3.6666666666666665,0.0,2.2,0.0,0.0,184.375,0.0,0.9375,15.0,2950.0,15.0
PRV53705,0,4.0,32600.0,8150.0,17000.0,3.5,6.0,8.0,0.75,1068.0,4.0,4.0,3.0,75.75,5.5,0.0,2.5,4272.0,53.0,15820.0,298.49056603773585,1900.0,2.2452830188679247,0.0,0.5660377358490566,53.0,30.0,12.0,75.9622641509434,4.433962264150943,0.0,1.150943396226415,30.0,6520.0,292.962962962963,0.8,0.9814814814814815,57.0,48420.0,57.0
PRV53706,1,282.0,2776000.0,9843.971631205673,119000.0,5.804964539007092,35.0,8.078014184397164,0.7411347517730497,1068.0,262.0,8.0,8.0,76.04255319148936,5.6879432624113475,3.0,5.709219858156028,296904.0,191.0,55940.0,292.87958115183244,3300.0,2.445026178010471,0.0,2.9842931937172774,185.0,102.0,26.0,73.12565445026178,4.455497382198953,2.0,1.5549738219895288,570.0,10555.133079847908,300.752688172043,1.0722433460076046,1.0268817204301075,473.0,2831940.0,447.0
PRV53708,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,20820.0,392.8301886792453,3300.0,2.4716981132075473,0.0,1.8867924528301887,36.0,27.0,7.0,74.84905660377359,5.188679245283019,2.0,2.0754716981132075,100.0,0.0,562.7027027027027,0.0,1.4324324324324325,53.0,20820.0,36.0
PRV53709,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,25310.0,255.65656565656565,3300.0,2.484848484848485,0.0,4.040404040404041,91.0,2.0,2.0,75.47474747474747,4.656565656565657,0.0,1.5151515151515151,400.0,0.0,275.10869565217394,0.0,1.076086956521739,99.0,25310.0,91.0
PRV53710,0,58.0,534000.0,9206.896551724138,47000.0,5.120689655172414,19.0,8.293103448275861,0.7758620689655172,1068.0,50.0,7.0,8.0,73.44827586206897,5.672413793103448,1.0,5.086206896551724,60876.0,327.0,81000.0,247.70642201834863,3300.0,2.4801223241590216,0.0,4.464831804281346,217.0,24.0,13.0,75.31192660550458,4.122324159021407,2.0,1.4250764525993884,1460.0,10470.588235294117,371.5596330275229,1.1372549019607843,1.5,385.0,615000.0,267.0
PRV53712,1,161.0,1859500.0,11549.689440993789,57000.0,6.496894409937888,35.0,7.968944099378882,0.8074534161490683,1068.0,143.0,3.0,2.0,74.90683229813665,5.217391304347826,0.0,6.496894409937888,170880.0,76.0,22920.0,301.57894736842104,3300.0,2.5789473684210527,0.0,2.8947368421052633,67.0,47.0,9.0,72.30263157894737,4.157894736842105,1.0,1.6578947368421053,220.0,12913.194444444445,337.05882352941177,1.1180555555555556,1.1176470588235294,237.0,1882420.0,210.0
PRV53713,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4340.0,140.0,500.0,2.935483870967742,0.0,5.483870967741935,28.0,18.0,5.0,73.41935483870968,3.774193548387097,0.0,0.7741935483870968,170.0,0.0,149.6551724137931,0.0,1.0689655172413792,31.0,4340.0,28.0
PRV53714,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,44310.0,307.7083333333333,3300.0,2.4375,0.0,1.875,68.0,1.0,1.0,73.61805555555556,5.194444444444445,0.0,0.6736111111111112,270.0,0.0,642.1739130434783,0.0,2.0869565217391304,144.0,44310.0,68.0
PRV53715,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,7140.0,297.5,3200.0,2.6666666666666665,0.0,1.25,21.0,3.0,2.0,67.79166666666667,3.5416666666666665,0.0,1.0416666666666667,30.0,0.0,324.54545454545456,0.0,1.0909090909090908,24.0,7140.0,21.0
PRV53716,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,7400.0,224.24242424242425,3100.0,2.5757575757575757,0.0,5.151515151515151,30.0,3.0,2.0,69.03030303030303,3.878787878787879,1.0,1.0909090909090908,170.0,0.0,238.70967741935485,0.0,1.064516129032258,33.0,7400.0,30.0
PRV53717,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,17940.0,294.0983606557377,2500.0,2.737704918032787,0.0,0.0,37.0,2.0,1.0,73.1639344262295,4.327868852459017,1.0,2.622950819672131,0.0,0.0,472.10526315789474,0.0,1.605263157894737,61.0,17940.0,37.0
PRV53718,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,200.0,200.0,2.0,0.0,0.0,1.0,1.0,0.0,72.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.5,1.0,200.0,1.0
PRV53719,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,770.0,154.0,600.0,2.6,0.0,0.0,5.0,1.0,0.0,66.2,2.4,0.0,0.2,0.0,0.0,128.33333333333334,0.0,0.8333333333333334,5.0,770.0,5.0
PRV53720,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,13700.0,249.0909090909091,3300.0,2.909090909090909,0.0,8.181818181818182,51.0,1.0,1.0,69.76363636363637,4.109090909090909,1.0,1.709090909090909,450.0,0.0,263.46153846153845,0.0,1.0576923076923077,55.0,13700.0,51.0
PRV53721,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2560.0,512.0,1600.0,1.4,0.0,0.0,5.0,2.0,1.0,67.8,5.4,0.0,0.0,0.0,0.0,426.6666666666667,0.0,0.8333333333333334,5.0,2560.0,5.0
PRV53722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1000.0,166.66666666666666,400.0,2.6666666666666665,0.0,0.0,6.0,3.0,0.0,72.83333333333333,3.5,0.0,0.0,0.0,0.0,142.85714285714286,0.0,0.8571428571428571,6.0,1000.0,6.0
PRV53723,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3900.0,650.0,3300.0,2.8333333333333335,0.0,0.0,6.0,3.0,1.0,80.83333333333333,5.833333333333333,0.0,0.0,0.0,0.0,557.1428571428571,0.0,0.8571428571428571,6.0,3900.0,6.0
PRV53724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,60.0,70.0,2.0,0.0,0.0,2.0,2.0,0.0,81.0,6.0,0.0,10.0,0.0,0.0,40.0,0.0,0.6666666666666666,2.0,120.0,2.0
PRV53725,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,81.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0
PRV53726,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3710.0,231.875,2100.0,1.875,0.0,0.0,12.0,2.0,1.0,74.9375,5.0625,0.0,0.5,0.0,0.0,285.38461538461536,0.0,1.2307692307692308,16.0,3710.0,12.0
PRV53727,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7230.0,361.5,2400.0,2.95,0.0,0.5,17.0,3.0,3.0,72.1,4.85,0.0,4.05,10.0,0.0,401.6666666666667,0.0,1.1111111111111112,20.0,7230.0,17.0
PRV53728,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3480.0,248.57142857142858,1400.0,2.5714285714285716,0.0,0.0,14.0,2.0,2.0,71.64285714285714,4.214285714285714,0.0,0.0,0.0,0.0,232.0,0.0,0.9333333333333333,14.0,3480.0,14.0
PRV53729,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1900.0,633.3333333333334,1800.0,5.0,0.0,0.0,3.0,2.0,1.0,83.33333333333333,5.0,0.0,0.0,0.0,0.0,475.0,0.0,0.75,3.0,1900.0,3.0
PRV53730,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,230.0,115.0,200.0,1.0,0.0,0.0,2.0,1.0,0.0,97.5,6.0,0.0,0.0,0.0,0.0,76.66666666666667,0.0,0.6666666666666666,2.0,230.0,2.0
PRV53731,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2660.0,665.0,2500.0,2.25,0.0,0.0,4.0,2.0,1.0,75.75,5.75,0.0,0.0,0.0,0.0,532.0,0.0,0.8,4.0,2660.0,4.0
PRV53732,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3150.0,210.0,900.0,2.6,0.0,2.6666666666666665,15.0,1.0,1.0,75.6,4.733333333333333,0.0,0.8666666666666667,40.0,0.0,196.875,0.0,0.9375,15.0,3150.0,15.0
PRV53733,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6430.0,321.5,2200.0,2.65,0.0,1.0,19.0,1.0,1.0,73.9,3.05,0.0,1.05,20.0,0.0,321.5,0.0,1.0,20.0,6430.0,19.0
PRV53734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,20.0,20.0,4.0,0.0,0.0,1.0,1.0,1.0,61.0,7.0,0.0,0.0,0.0,0.0,10.0,0.0,0.5,1.0,20.0,1.0
PRV53735,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,810.0,270.0,310.0,2.3333333333333335,0.0,0.0,3.0,2.0,0.0,66.33333333333333,3.0,0.0,0.0,0.0,0.0,202.5,0.0,0.75,3.0,810.0,3.0
PRV53740,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,12140.0,258.29787234042556,1900.0,2.765957446808511,0.0,10.638297872340425,29.0,2.0,2.0,70.97872340425532,4.148936170212766,1.0,1.9148936170212767,500.0,0.0,404.6666666666667,0.0,1.5666666666666667,47.0,12140.0,29.0
PRV53741,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2390.0,341.42857142857144,1700.0,3.0,0.0,0.0,7.0,4.0,1.0,76.71428571428571,5.571428571428571,0.0,2.857142857142857,0.0,0.0,298.75,0.0,0.875,7.0,2390.0,7.0
PRV53743,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,14140.0,456.1290322580645,3300.0,2.129032258064516,0.0,3.870967741935484,31.0,9.0,4.0,70.6774193548387,4.516129032258065,0.0,1.2258064516129032,120.0,0.0,441.875,0.0,0.96875,31.0,14140.0,31.0
PRV53745,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3760.0,163.47826086956522,700.0,2.1739130434782608,0.0,3.4782608695652173,20.0,7.0,4.0,76.26086956521739,4.043478260869565,1.0,2.8260869565217392,80.0,0.0,179.04761904761904,0.0,1.0952380952380953,23.0,3760.0,20.0
PRV53746,0,6.0,35000.0,5833.333333333333,10000.0,3.8333333333333335,9.0,6.833333333333333,1.0,1068.0,6.0,1.0,1.0,73.16666666666667,5.166666666666667,0.0,3.8333333333333335,6408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.8571428571428571,0.0,6.0,35000.0,6.0
PRV53749,1,24.0,231000.0,9625.0,32000.0,6.458333333333333,35.0,8.375,0.5,1068.0,21.0,1.0,1.0,76.45833333333333,5.5,0.0,6.458333333333333,24564.0,45.0,10350.0,230.0,2200.0,2.2222222222222223,0.0,0.0,43.0,23.0,5.0,73.04444444444445,4.311111111111111,0.0,0.15555555555555556,0.0,10500.0,235.22727272727272,1.0909090909090908,1.0227272727272727,69.0,241350.0,64.0
PRV53750,0,1.0,7000.0,7000.0,7000.0,5.0,5.0,8.0,0.0,1068.0,1.0,1.0,1.0,56.0,4.0,0.0,5.0,1068.0,1244.0,346470.0,278.5128617363344,3300.0,2.5610932475884245,0.0008038585209003215,1.7765273311897105,380.0,23.0,21.0,73.9967845659164,4.485530546623794,14.0,1.4895498392282958,2210.0,3500.0,909.3700787401575,0.5,3.2650918635170605,1245.0,353470.0,381.0
PRV53751,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9070.0,412.27272727272725,3100.0,2.6818181818181817,0.0,0.0,22.0,11.0,3.0,71.54545454545455,3.590909090909091,0.0,1.2272727272727273,0.0,0.0,394.3478260869565,0.0,0.9565217391304348,22.0,9070.0,22.0
PRV53752,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,11840.0,338.2857142857143,2600.0,2.8,0.0,5.714285714285714,34.0,22.0,5.0,76.0,4.4,0.0,1.9142857142857144,200.0,0.0,338.2857142857143,0.0,1.0,35.0,11840.0,34.0
PRV53754,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2530.0,281.1111111111111,1800.0,4.222222222222222,0.0,0.0,9.0,7.0,0.0,76.88888888888889,5.222222222222222,0.0,2.2222222222222223,0.0,0.0,253.0,0.0,0.9,9.0,2530.0,9.0
PRV53755,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2050.0,102.5,400.0,3.4,0.0,10.5,20.0,9.0,3.0,73.0,4.45,0.0,0.8,210.0,0.0,97.61904761904762,0.0,0.9523809523809523,20.0,2050.0,20.0
PRV53756,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,18210.0,308.64406779661016,3300.0,2.23728813559322,0.0,1.3559322033898304,59.0,21.0,9.0,70.83050847457628,4.728813559322034,0.0,1.3728813559322033,80.0,0.0,303.5,0.0,0.9833333333333333,59.0,18210.0,59.0
PRV53757,0,1.0,23000.0,23000.0,23000.0,7.0,7.0,7.0,1.0,1068.0,1.0,1.0,1.0,71.0,1.0,0.0,7.0,1068.0,55.0,14230.0,258.72727272727275,2300.0,2.8545454545454545,0.0,0.0,53.0,20.0,11.0,73.61818181818182,4.472727272727273,0.0,2.727272727272727,0.0,11500.0,263.51851851851853,0.5,1.0185185185185186,56.0,37230.0,54.0
PRV53759,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12020.0,214.64285714285714,3200.0,3.0,0.0,2.3214285714285716,52.0,28.0,6.0,75.28571428571429,4.535714285714286,0.0,1.8392857142857142,130.0,0.0,226.79245283018867,0.0,1.0566037735849056,56.0,12020.0,52.0
PRV53761,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,9980.0,262.63157894736844,3000.0,3.0,0.0,6.578947368421052,38.0,25.0,5.0,70.10526315789474,4.026315789473684,1.0,1.1842105263157894,250.0,0.0,255.89743589743588,0.0,0.9743589743589743,38.0,9980.0,38.0
PRV53762,1,84.0,915000.0,10892.857142857143,112000.0,6.773809523809524,35.0,8.238095238095237,0.7380952380952381,1068.0,59.0,2.0,2.0,75.28571428571429,6.154761904761905,0.0,6.773809523809524,87576.0,534.0,167730.0,314.1011235955056,15800.0,2.6722846441947565,0.0,2.808988764044944,500.0,94.0,42.0,73.88576779026218,4.383895131086143,10.0,1.192883895131086,1500.0,15250.0,334.79041916167665,1.4,1.0658682634730539,618.0,1082730.0,559.0
PRV53763,1,58.0,739000.0,12741.379310344828,57000.0,5.4655172413793105,27.0,7.982758620689655,0.8620689655172413,1068.0,57.0,1.0,1.0,73.5,5.741379310344827,1.0,5.4655172413793105,59808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12741.379310344828,0.0,1.0,0.0,58.0,739000.0,57.0
PRV53764,0,1.0,2000.0,2000.0,2000.0,1.0,1.0,8.0,0.0,1068.0,1.0,1.0,0.0,85.0,6.0,0.0,1.0,1068.0,38.0,10390.0,273.42105263157896,2000.0,2.4210526315789473,0.0,1.5789473684210527,37.0,25.0,3.0,74.26315789473684,4.842105263157895,1.0,1.4210526315789473,60.0,1000.0,273.42105263157896,0.5,1.0,39.0,12390.0,38.0
PRV53765,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,25080.0,374.32835820895525,3300.0,2.656716417910448,0.0,1.3432835820895523,66.0,19.0,10.0,74.38805970149254,4.388059701492537,0.0,1.1791044776119404,90.0,0.0,374.32835820895525,0.0,1.0,67.0,25080.0,66.0
PRV53766,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4860.0,162.0,1200.0,2.566666666666667,0.0,3.3333333333333335,29.0,21.0,3.0,73.96666666666667,4.3,0.0,0.2,100.0,0.0,162.0,0.0,1.0,30.0,4860.0,29.0
PRV53767,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4130.0,229.44444444444446,2400.0,2.1666666666666665,0.0,7.777777777777778,18.0,8.0,4.0,76.27777777777777,5.166666666666667,1.0,2.2222222222222223,140.0,0.0,217.3684210526316,0.0,0.9473684210526315,18.0,4130.0,18.0
PRV53768,0,5.0,21000.0,4200.0,6000.0,4.2,7.0,8.4,0.2,1068.0,5.0,5.0,2.0,66.2,5.6,0.0,4.2,4272.0,57.0,16180.0,283.859649122807,2200.0,2.56140350877193,0.0,5.7894736842105265,54.0,31.0,6.0,69.50877192982456,4.157894736842105,0.0,1.3859649122807018,330.0,3500.0,294.1818181818182,0.8333333333333334,1.0363636363636364,62.0,37180.0,59.0
PRV53769,1,132.0,1624900.0,12309.848484848484,73000.0,6.295454545454546,33.0,8.393939393939394,0.7196969696969697,1068.0,126.0,2.0,2.0,73.56818181818181,5.901515151515151,1.0,6.295454545454546,137772.0,245.0,60280.0,246.0408163265306,3300.0,2.4285714285714284,0.004081632653061225,3.306122448979592,229.0,154.0,35.0,73.27755102040817,4.346938775510204,1.0,1.7551020408163265,810.0,12794.488188976378,262.0869565217391,1.0393700787401574,1.065217391304348,377.0,1685180.0,355.0
PRV53770,0,77.0,807500.0,10487.012987012988,47000.0,5.077922077922078,32.0,8.285714285714286,0.7272727272727273,1068.0,68.0,8.0,8.0,71.20779220779221,5.259740259740259,0.0,5.077922077922078,81168.0,176.0,42020.0,238.75,3300.0,2.710227272727273,0.0,1.9886363636363635,171.0,79.0,27.0,75.61363636363636,4.1022727272727275,1.0,1.625,350.0,11702.898550724638,244.30232558139534,1.1159420289855073,1.0232558139534884,253.0,849520.0,239.0
PRV53771,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,21610.0,423.72549019607845,3300.0,2.4313725490196076,0.0,1.9607843137254901,50.0,25.0,6.0,69.2156862745098,4.647058823529412,0.0,1.0980392156862746,100.0,0.0,423.72549019607845,0.0,1.0,51.0,21610.0,50.0
PRV53772,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5410.0,245.9090909090909,1300.0,2.6818181818181817,0.0,0.0,22.0,13.0,2.0,75.18181818181819,4.181818181818182,0.0,0.13636363636363635,0.0,0.0,235.2173913043478,0.0,0.9565217391304348,22.0,5410.0,22.0
PRV53773,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,175830.0,310.1058201058201,5000.0,2.687830687830688,0.0,2.998236331569665,531.0,196.0,68.0,73.79717813051147,4.340388007054674,2.0,1.3368606701940036,1700.0,0.0,330.5075187969925,0.0,1.0657894736842106,567.0,175830.0,531.0
PRV53774,0,50.0,546000.0,10920.0,57000.0,7.16,35.0,8.24,0.74,1068.0,44.0,1.0,1.0,75.94,5.98,0.0,7.16,51264.0,174.0,43370.0,249.2528735632184,3200.0,2.3448275862068964,0.0,3.218390804597701,163.0,74.0,23.0,74.46551724137932,4.247126436781609,2.0,1.5862068965517242,560.0,12133.333333333334,264.4512195121951,1.1111111111111112,1.0609756097560976,224.0,589370.0,207.0
PRV53775,0,2.0,12000.0,6000.0,11000.0,3.5,4.0,7.0,0.5,1068.0,2.0,2.0,1.0,61.5,2.5,0.0,3.5,2136.0,45.0,19170.0,426.0,3300.0,3.511111111111111,0.0,6.222222222222222,43.0,24.0,10.0,76.57777777777778,4.111111111111111,1.0,0.4444444444444444,280.0,4000.0,435.6818181818182,0.6666666666666666,1.0227272727272727,47.0,31170.0,45.0
PRV53776,1,47.0,530000.0,11276.595744680852,73000.0,5.0638297872340425,35.0,8.319148936170214,0.7872340425531915,1068.0,45.0,7.0,9.0,76.0,5.0638297872340425,0.0,5.0638297872340425,50196.0,153.0,41960.0,274.2483660130719,3300.0,2.5751633986928106,0.0,3.5294117647058822,148.0,79.0,18.0,73.77124183006536,4.2745098039215685,1.0,1.3006535947712419,540.0,11521.739130434782,281.61073825503354,1.0217391304347827,1.0268456375838926,200.0,571960.0,193.0
PRV53779,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,12430.0,253.6734693877551,2900.0,2.857142857142857,0.0,2.0408163265306123,48.0,27.0,5.0,70.40816326530613,4.0,0.0,2.326530612244898,100.0,0.0,253.6734693877551,0.0,1.0,49.0,12430.0,48.0
